CompanyName,Market Cap,Volume,Total Revenue 2020,Total Revenue 2019,Total Revenue 2018,Total Revenue 2017,grossProfit 2020,grossProfit 2019,grossProfit 2018,grossProfit 2017,Total ESG,eScore,sScore,gScore,esgLevel,esgPercent
https://finance.yahoo.com/quote/BMW.DE?p=BMW.DE,61.32B,"391,580","98,990,000","104,210,000","97,480,000","98,678,000","13,582,000","18,063,000","18,556,000","19,934,000",23,6.7,7.5,9.1,Medium,35th percentile
